organ,source,target,source_type,target_type
large_intestine,UBERON:0000317$$1916,UBERON:0007177$$1917,AS,AS
large_intestine,UBERON:0007177$$1917,CL:0002138$$1918,AS,CT
large_intestine,UBERON:0000317$$1919,UBERON:0007177$$1920,AS,AS
large_intestine,UBERON:0007177$$1920,CL:0000669$$1921,AS,CT
large_intestine,UBERON:0000317$$1922,UBERON:0007177$$1923,AS,AS
large_intestine,UBERON:0007177$$1923,CL:0000186$$1924,AS,CT
large_intestine,UBERON:0000317$$1925,UBERON:0007177$$1926,AS,AS
large_intestine,UBERON:0007177$$1926,CL:0000057$$1927,AS,CT
large_intestine,UBERON:0000317$$1928,UBERON:0007177$$1929,AS,AS
large_intestine,UBERON:0007177$$1929,CL:0002573$$1930,AS,CT
large_intestine,UBERON:0000317$$1931,UBERON:0007177$$1932,AS,AS
large_intestine,UBERON:0007177$$1932,ASCTB-TEMP:ganglion$$1933,AS,CT
large_intestine,UBERON:0000317$$1934,UBERON:0007177$$1935,AS,AS
large_intestine,UBERON:0007177$$1935,CL:0000165$$1936,AS,CT
large_intestine,UBERON:0000317$$1937,UBERON:0001962$$1938,AS,AS
large_intestine,UBERON:0001962$$1938,CL:0000682$$1939,AS,CT
large_intestine,UBERON:0000317$$1940,UBERON:0001962$$1941,AS,AS
large_intestine,UBERON:0001962$$1941,CL:0009018$$1942,AS,CT
large_intestine,UBERON:0000317$$1943,UBERON:0001962$$1944,AS,AS
large_intestine,UBERON:0001962$$1944,CL:0009018$$1945,AS,CT
large_intestine,UBERON:0000317$$1946,UBERON:0001962$$1947,AS,AS
large_intestine,UBERON:0001962$$1947,CL:0009018$$1948,AS,CT
large_intestine,UBERON:0000317$$1949,UBERON:0001962$$1950,AS,AS
large_intestine,UBERON:0001962$$1950,CL:0009018$$1951,AS,CT
large_intestine,UBERON:0000317$$1952,UBERON:0001962$$1953,AS,AS
large_intestine,UBERON:0001962$$1953,CL:0000235$$1954,AS,CT
large_intestine,UBERON:0000317$$1955,UBERON:0001962$$1956,AS,AS
large_intestine,UBERON:0001962$$1956,CL:0009018$$1957,AS,CT
large_intestine,UBERON:0000317$$1958,UBERON:0001962$$1959,AS,AS
large_intestine,UBERON:0001962$$1959,CL:0002138$$1960,AS,CT
large_intestine,UBERON:0000317$$1961,UBERON:0001962$$1962,AS,AS
large_intestine,UBERON:0001962$$1962,CL:0002652$$1963,AS,CT
large_intestine,UBERON:0000317$$1964,UBERON:0001962$$1965,AS,AS
large_intestine,UBERON:0001962$$1965,CL:0009018$$1966,AS,CT
large_intestine,UBERON:0000317$$1967,UBERON:0001962$$1968,AS,AS
large_intestine,UBERON:0001962$$1968,CL:0000786$$1969,AS,CT
large_intestine,UBERON:0000317$$1970,UBERON:0001962$$1971,AS,AS
large_intestine,UBERON:0001962$$1971,CL:0009018$$1972,AS,CT
large_intestine,UBERON:0000317$$1973,UBERON:0001962$$1974,AS,AS
large_intestine,UBERON:0001962$$1974,CL:0009018$$1975,AS,CT
large_intestine,UBERON:0000317$$1976,UBERON:0001962$$1977,AS,AS
large_intestine,UBERON:0001962$$1977,CL:0009018$$1978,AS,CT
large_intestine,UBERON:0000317$$1979,UBERON:0001962$$1980,AS,AS
large_intestine,UBERON:0001962$$1980,CL:0000235$$1981,AS,CT
large_intestine,UBERON:0000317$$1982,UBERON:0001962$$1983,AS,AS
large_intestine,UBERON:0001962$$1983,CL:0000041$$1984,AS,CT
large_intestine,UBERON:0000317$$1985,UBERON:0001962$$1986,AS,AS
large_intestine,UBERON:0001962$$1986,CL:0000097$$1987,AS,CT
large_intestine,UBERON:0000317$$1988,UBERON:0001962$$1989,AS,AS
large_intestine,UBERON:0001962$$1989,CL:0000096$$1990,AS,CT
large_intestine,UBERON:0000317$$1991,UBERON:0001962$$1992,AS,AS
large_intestine,UBERON:0001962$$1992,CL:0009018$$1993,AS,CT
large_intestine,UBERON:0000317$$1994,UBERON:0001962$$1995,AS,AS
large_intestine,UBERON:0001962$$1995,CL:0000451$$1996,AS,CT
large_intestine,UBERON:0000317$$1997,UBERON:0001962$$1998,AS,AS
large_intestine,UBERON:0001962$$1998,CL:0009018$$1999,AS,CT
large_intestine,UBERON:0007178$$2000,UBERON:0007178$$2001,AS,AS
large_intestine,UBERON:0007178$$2001,CL:0000057$$2002,AS,CT
large_intestine,UBERON:0007178$$2003,UBERON:0007178$$2004,AS,AS
large_intestine,UBERON:0007178$$2004,CL:0002573$$2005,AS,CT
large_intestine,UBERON:0007178$$2006,UBERON:0007178$$2007,AS,AS
large_intestine,UBERON:0007178$$2007,CL:0002144$$2008,AS,CT
large_intestine,UBERON:0007178$$2009,UBERON:0007178$$2010,AS,AS
large_intestine,UBERON:0007178$$2010,CL:0002138$$2011,AS,CT
large_intestine,UBERON:0007178$$2012,UBERON:0007178$$2013,AS,AS
large_intestine,UBERON:0007178$$2013,CL:0000669$$2014,AS,CT
large_intestine,UBERON:0003331$$2015,UBERON:0003331$$2016,AS,AS
large_intestine,UBERON:0003331$$2016,CL:0000136$$2017,AS,CT
large_intestine,UBERON:0003331$$2018,UBERON:0003331$$2019,AS,AS
large_intestine,UBERON:0003331$$2019,CL:0000057$$2020,AS,CT
large_intestine,UBERON:0003331$$2021,UBERON:0003331$$2022,AS,AS
large_intestine,UBERON:0003331$$2022,CL:0002573$$2023,AS,CT
large_intestine,UBERON:0003331$$2024,UBERON:0003331$$2025,AS,AS
large_intestine,UBERON:0003331$$2025,CL:1000412$$2026,AS,CT
large_intestine,UBERON:0003331$$2027,UBERON:0003331$$2028,AS,AS
large_intestine,UBERON:0003331$$2028,CL:1000414$$2029,AS,CT
large_intestine,UBERON:0003331$$2030,UBERON:0003331$$2031,AS,AS
large_intestine,UBERON:0003331$$2031,CL:0002138$$2032,AS,CT
large_intestine,UBERON:0003331$$2033,UBERON:0003331$$2034,AS,AS
large_intestine,UBERON:0003331$$2034,CL:0000669$$2035,AS,CT
large_intestine,UBERON:0003331$$2036,UBERON:0001962$$2037,AS,AS
large_intestine,UBERON:0001962$$2037,CL:0009018$$2038,AS,CT
large_intestine,UBERON:0003331$$2039,UBERON:0001962$$2040,AS,AS
large_intestine,UBERON:0001962$$2040,CL:0009018$$2041,AS,CT
large_intestine,UBERON:0003331$$2042,UBERON:0001962$$2043,AS,AS
large_intestine,UBERON:0001962$$2043,CL:0009018$$2044,AS,CT
large_intestine,UBERON:0003331$$2045,UBERON:0001962$$2046,AS,AS
large_intestine,UBERON:0001962$$2046,CL:0000235$$2047,AS,CT
large_intestine,UBERON:0003331$$2048,UBERON:0001962$$2049,AS,AS
large_intestine,UBERON:0001962$$2049,CL:0009018$$2050,AS,CT
large_intestine,UBERON:0003331$$2051,UBERON:0001962$$2052,AS,AS
large_intestine,UBERON:0001962$$2052,CL:0000451$$2053,AS,CT
large_intestine,UBERON:0003331$$2054,UBERON:0001962$$2055,AS,AS
large_intestine,UBERON:0001962$$2055,CL:0002138$$2056,AS,CT
large_intestine,UBERON:0003331$$2057,UBERON:0001962$$2058,AS,AS
large_intestine,UBERON:0001962$$2058,CL:0002652$$2059,AS,CT
large_intestine,UBERON:0003331$$2060,UBERON:0001962$$2061,AS,AS
large_intestine,UBERON:0001962$$2061,CL:0000669$$2062,AS,CT
large_intestine,UBERON:0003331$$2063,UBERON:0001962$$2064,AS,AS
large_intestine,UBERON:0001962$$2064,CL:0000682$$2065,AS,CT
large_intestine,UBERON:0003331$$2066,UBERON:0001962$$2067,AS,AS
large_intestine,UBERON:0001962$$2067,CL:0009018$$2068,AS,CT
large_intestine,UBERON:0003331$$2069,UBERON:0005304$$2070,AS,AS
large_intestine,UBERON:0005304$$2070,CL:0002573$$2071,AS,CT
large_intestine,UBERON:0003331$$2072,UBERON:0005304$$2073,AS,AS
large_intestine,UBERON:0005304$$2073,ASCTB-TEMP:ganglion$$2074,AS,CT
large_intestine,UBERON:0003331$$2075,UBERON:0005304$$2076,AS,AS
large_intestine,UBERON:0005304$$2076,CL:0002573$$2077,AS,CT
large_intestine,UBERON:0003331$$2078,UBERON:0005304$$2079,AS,AS
large_intestine,UBERON:0005304$$2079,ASCTB-TEMP:ganglion$$2080,AS,CT
large_intestine,UBERON:0003331$$2081,UBERON:0005304$$2082,AS,AS
large_intestine,UBERON:0005304$$2082,CL:0002573$$2083,AS,CT
large_intestine,UBERON:0003331$$2084,UBERON:0005304$$2085,AS,AS
large_intestine,UBERON:0005304$$2085,ASCTB-TEMP:ganglion$$2086,AS,CT
large_intestine,UBERON:0003331$$2087,UBERON:0003331$$2088,AS,AS
large_intestine,UBERON:0003331$$2088,CL:0002088$$2089,AS,CT
large_intestine,UBERON:0012489$$2090,UBERON:0012398$$2091,AS,AS
large_intestine,UBERON:0012398$$2091,CL:1000279$$2092,AS,CT
large_intestine,UBERON:0012489$$2093,UBERON:0012398$$2094,AS,AS
large_intestine,UBERON:0012398$$2094,CL:0000057$$2095,AS,CT
large_intestine,UBERON:0012489$$2096,UBERON:0012398$$2097,AS,AS
large_intestine,UBERON:0012398$$2097,CL:0002573$$2098,AS,CT
large_intestine,UBERON:0012489$$2099,UBERON:0012398$$2100,AS,AS
large_intestine,UBERON:0012398$$2100,CL:1000412$$2101,AS,CT
large_intestine,UBERON:0012489$$2102,UBERON:0012398$$2103,AS,AS
large_intestine,UBERON:0012398$$2103,CL:1000414$$2104,AS,CT
large_intestine,UBERON:0012489$$2105,UBERON:0012398$$2106,AS,AS
large_intestine,UBERON:0012398$$2106,CL:0002138$$2107,AS,CT
large_intestine,UBERON:0012489$$2108,UBERON:0012398$$2109,AS,AS
large_intestine,UBERON:0012398$$2109,CL:0000669$$2110,AS,CT
large_intestine,UBERON:0012489$$2111,UBERON:0002439$$2112,AS,AS
large_intestine,UBERON:0002439$$2112,CL:0002088$$2113,AS,CT
large_intestine,UBERON:0012489$$2114,UBERON:0002439$$2115,AS,AS
large_intestine,UBERON:0002439$$2115,ASCTB-TEMP:ganglion$$2116,AS,CT
large_intestine,UBERON:0012489$$2117,UBERON:0002439$$2118,AS,AS
large_intestine,UBERON:0002439$$2118,CL:0002573$$2119,AS,CT
large_intestine,UBERON:0012489$$2120,UBERON:0002439$$2121,AS,AS
large_intestine,UBERON:0002439$$2121,CL:0000057$$2122,AS,CT
large_intestine,UBERON:0012489$$2123,UBERON:0002439$$2124,AS,AS
large_intestine,UBERON:0002439$$2124,CL:1000412$$2125,AS,CT
large_intestine,UBERON:0012489$$2126,UBERON:0002439$$2127,AS,AS
large_intestine,UBERON:0002439$$2127,CL:1000414$$2128,AS,CT
large_intestine,UBERON:0012489$$2129,UBERON:0002439$$2130,AS,AS
large_intestine,UBERON:0002439$$2130,CL:0002138$$2131,AS,CT
large_intestine,UBERON:0012489$$2132,UBERON:0002439$$2133,AS,AS
large_intestine,UBERON:0002439$$2133,CL:0000669$$2134,AS,CT
large_intestine,UBERON:0012489$$2135,UBERON:0012399$$2136,AS,AS
large_intestine,UBERON:0012399$$2136,CL:1000279$$2137,AS,CT
large_intestine,UBERON:0012489$$2138,UBERON:0012399$$2139,AS,AS
large_intestine,UBERON:0012399$$2139,CL:0000057$$2140,AS,CT
large_intestine,UBERON:0012489$$2141,UBERON:0012399$$2142,AS,AS
large_intestine,UBERON:0012399$$2142,CL:0002573$$2143,AS,CT
large_intestine,UBERON:0012489$$2144,UBERON:0012399$$2145,AS,AS
large_intestine,UBERON:0012399$$2145,CL:1000412$$2146,AS,CT
large_intestine,UBERON:0012489$$2147,UBERON:0012399$$2148,AS,AS
large_intestine,UBERON:0012399$$2148,CL:1000414$$2149,AS,CT
large_intestine,UBERON:0012489$$2150,UBERON:0012399$$2151,AS,AS
large_intestine,UBERON:0012399$$2151,CL:0002138$$2152,AS,CT
large_intestine,UBERON:0012489$$2153,UBERON:0012399$$2154,AS,AS
large_intestine,UBERON:0012399$$2154,CL:0000669$$2155,AS,CT
large_intestine,UBERON:0012375$$2156,UBERON:0012375$$2157,AS,AS
large_intestine,UBERON:0012375$$2157,CL:0000057$$2158,AS,CT
large_intestine,UBERON:0012375$$2159,UBERON:0012375$$2160,AS,AS
large_intestine,UBERON:0012375$$2160,CL:0002573$$2161,AS,CT
large_intestine,UBERON:0012375$$2162,UBERON:0012375$$2163,AS,AS
large_intestine,UBERON:0012375$$2163,CL:1000412$$2164,AS,CT
large_intestine,UBERON:0012375$$2165,UBERON:0012375$$2166,AS,AS
large_intestine,UBERON:0012375$$2166,CL:1000414$$2167,AS,CT
large_intestine,UBERON:0012375$$2168,UBERON:0012375$$2169,AS,AS
large_intestine,UBERON:0012375$$2169,CL:0002138$$2170,AS,CT
large_intestine,UBERON:0012375$$2171,UBERON:0012375$$2172,AS,AS
large_intestine,UBERON:0012375$$2172,CL:0000136$$2173,AS,CT
large_intestine,UBERON:0012375$$2174,UBERON:0012375$$2175,AS,AS
large_intestine,UBERON:0012375$$2175,CL:0000669$$2176,AS,CT
large_intestine,UBERON:0012419$$2177,UBERON:0012419$$2178,AS,AS
large_intestine,UBERON:0012419$$2178,CL:0000192$$2179,AS,CT
large_intestine,UBERON:0012419$$2180,UBERON:0012419$$2181,AS,AS
large_intestine,UBERON:0012419$$2181,CL:0000192$$2182,AS,CT
large_intestine,UBERON:0012419$$2183,UBERON:0012419$$2184,AS,AS
large_intestine,UBERON:0012419$$2184,CL:0000192$$2185,AS,CT
large_intestine,UBERON:0003335$$2186,UBERON:0003335$$2187,AS,AS
large_intestine,UBERON:0003335$$2187,CL:1000457$$2188,AS,CT
large_intestine,UBERON:0001157,UBERON:0004989$$2189,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2192,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2195,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2198,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2201,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2204,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2207,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2210,AS,AS
large_intestine,UBERON:0001157,UBERON:0004989$$2213,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2216,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2219,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2222,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2225,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2228,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2231,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2234,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2237,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2240,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2243,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2246,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2249,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2252,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2255,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2258,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2261,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2264,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2267,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2270,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2273,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2276,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2279,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2282,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2285,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2288,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2291,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2294,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2297,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2300,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2303,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2306,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2309,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2312,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2315,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2318,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2321,AS,AS
large_intestine,UBERON:0001157,UBERON:0000317$$2324,AS,AS
large_intestine,UBERON:0001157,UBERON:0007178$$2327,AS,AS
large_intestine,UBERON:0001157,UBERON:0007178$$2330,AS,AS
large_intestine,UBERON:0001157,UBERON:0007178$$2333,AS,AS
large_intestine,UBERON:0001157,UBERON:0007178$$2336,AS,AS
large_intestine,UBERON:0001157,UBERON:0007178$$2339,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2342,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2345,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2348,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2351,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2354,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2357,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2360,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2363,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2366,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2369,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2372,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2375,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2378,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2381,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2384,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2387,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2390,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2393,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2396,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2399,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2402,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2405,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2408,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2411,AS,AS
large_intestine,UBERON:0001157,UBERON:0003331$$2414,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2417,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2420,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2423,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2426,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2429,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2432,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2435,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2438,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2441,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2444,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2447,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2450,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2453,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2456,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2459,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2462,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2465,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2468,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2471,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2474,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2477,AS,AS
large_intestine,UBERON:0001157,UBERON:0012489$$2480,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2483,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2486,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2489,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2492,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2495,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2498,AS,AS
large_intestine,UBERON:0001157,UBERON:0012375$$2501,AS,AS
large_intestine,UBERON:0001157,UBERON:0012419$$2504,AS,AS
large_intestine,UBERON:0001157,UBERON:0012419$$2507,AS,AS
large_intestine,UBERON:0001157,UBERON:0012419$$2510,AS,AS
large_intestine,UBERON:0001157,UBERON:0003335$$2513,AS,AS
large_intestine,UBERON:0004989$$2189,UBERON:0000397$$2190,AS,AS
large_intestine,UBERON:0000397$$2190,CL:0002071$$2191,AS,CT
large_intestine,UBERON:0004989$$2192,UBERON:0000397$$2193,AS,AS
large_intestine,UBERON:0000397$$2193,CL:1000321$$2194,AS,CT
large_intestine,UBERON:0004989$$2195,UBERON:0011184$$2196,AS,AS
large_intestine,UBERON:0011184$$2196,CL:0009016$$2197,AS,CT
large_intestine,UBERON:0004989$$2198,UBERON:0011184$$2199,AS,AS
large_intestine,UBERON:0011184$$2199,CL:0009009$$2200,AS,CT
large_intestine,UBERON:0004989$$2201,UBERON:0011184$$2202,AS,AS
large_intestine,UBERON:0011184$$2202,CL:0000165$$2203,AS,CT
large_intestine,UBERON:0004989$$2204,UBERON:0011184$$2205,AS,AS
large_intestine,UBERON:0011184$$2205,CL:0002071$$2206,AS,CT
large_intestine,UBERON:0004989$$2207,UBERON:0011184$$2208,AS,AS
large_intestine,UBERON:0011184$$2208,CL:1000321$$2209,AS,CT
large_intestine,UBERON:0004989$$2210,UBERON:0011184$$2211,AS,AS
large_intestine,UBERON:0011184$$2211,CL:0009011$$2212,AS,CT
large_intestine,UBERON:0004989$$2213,UBERON:0011184$$2214,AS,AS
large_intestine,UBERON:0011184$$2214,CL:0019032$$2215,AS,CT
large_intestine,UBERON:0000317$$2216,UBERON:0000397$$2217,AS,AS
large_intestine,UBERON:0000397$$2217,CL:0000915$$2218,AS,CT
large_intestine,UBERON:0000317$$2219,UBERON:0000397$$2220,AS,AS
large_intestine,UBERON:0000397$$2220,CL:0000802$$2221,AS,CT
large_intestine,UBERON:0000317$$2222,UBERON:0000397$$2223,AS,AS
large_intestine,UBERON:0000397$$2223,CL:0000796$$2224,AS,CT
large_intestine,UBERON:0000317$$2225,UBERON:0000397$$2226,AS,AS
large_intestine,UBERON:0000397$$2226,CL:0000793$$2227,AS,CT
large_intestine,UBERON:0000317$$2228,UBERON:0000397$$2229,AS,AS
large_intestine,UBERON:0000397$$2229,CL:0000935$$2230,AS,CT
large_intestine,UBERON:0000317$$2231,UBERON:0013485$$2232,AS,AS
large_intestine,UBERON:0013485$$2232,CL:0000041$$2233,AS,CT
large_intestine,UBERON:0000317$$2234,UBERON:0007177$$2235,AS,AS
large_intestine,UBERON:0007177$$2235,ASCTB-TEMP:subepithelial-membrane$$2236,AS,CT
large_intestine,UBERON:0000317$$2237,UBERON:0007177$$2238,AS,AS
large_intestine,UBERON:0007177$$2238,ASCTB-TEMP:pericryptal-fibroblastic-sheath$$2239,AS,CT
large_intestine,UBERON:0000317$$2240,UBERON:0007177$$2241,AS,AS
large_intestine,UBERON:0007177$$2241,CL:0002144$$2242,AS,CT
large_intestine,UBERON:0000317$$2243,UBERON:0007177$$2244,AS,AS
large_intestine,UBERON:0007177$$2244,CL:0002138$$2245,AS,CT
large_intestine,UBERON:0000317$$2246,UBERON:0007177$$2247,AS,AS
large_intestine,UBERON:0007177$$2247,CL:0000669$$2248,AS,CT
large_intestine,UBERON:0000317$$2249,UBERON:0007177$$2250,AS,AS
large_intestine,UBERON:0007177$$2250,CL:0000186$$2251,AS,CT
large_intestine,UBERON:0000317$$2252,UBERON:0007177$$2253,AS,AS
large_intestine,UBERON:0007177$$2253,CL:0000057$$2254,AS,CT
large_intestine,UBERON:0000317$$2255,UBERON:0007177$$2256,AS,AS
large_intestine,UBERON:0007177$$2256,CL:0002573$$2257,AS,CT
large_intestine,UBERON:0000317$$2258,UBERON:0007177$$2259,AS,AS
large_intestine,UBERON:0007177$$2259,ASCTB-TEMP:ganglion$$2260,AS,CT
large_intestine,UBERON:0000317$$2261,UBERON:0007177$$2262,AS,AS
large_intestine,UBERON:0007177$$2262,CL:0000165$$2263,AS,CT
large_intestine,UBERON:0000317$$2264,UBERON:0001962$$2265,AS,AS
large_intestine,UBERON:0001962$$2265,CL:0000682$$2266,AS,CT
large_intestine,UBERON:0000317$$2267,UBERON:0001962$$2268,AS,AS
large_intestine,UBERON:0001962$$2268,CL:0009018$$2269,AS,CT
large_intestine,UBERON:0000317$$2270,UBERON:0001962$$2271,AS,AS
large_intestine,UBERON:0001962$$2271,CL:0009018$$2272,AS,CT
large_intestine,UBERON:0000317$$2273,UBERON:0001962$$2274,AS,AS
large_intestine,UBERON:0001962$$2274,CL:0009018$$2275,AS,CT
large_intestine,UBERON:0000317$$2276,UBERON:0001962$$2277,AS,AS
large_intestine,UBERON:0001962$$2277,CL:0009018$$2278,AS,CT
large_intestine,UBERON:0000317$$2279,UBERON:0001962$$2280,AS,AS
large_intestine,UBERON:0001962$$2280,CL:0000235$$2281,AS,CT
large_intestine,UBERON:0000317$$2282,UBERON:0001962$$2283,AS,AS
large_intestine,UBERON:0001962$$2283,CL:0009018$$2284,AS,CT
large_intestine,UBERON:0000317$$2285,UBERON:0001962$$2286,AS,AS
large_intestine,UBERON:0001962$$2286,CL:0002138$$2287,AS,CT
large_intestine,UBERON:0000317$$2288,UBERON:0001962$$2289,AS,AS
large_intestine,UBERON:0001962$$2289,CL:0002652$$2290,AS,CT
large_intestine,UBERON:0000317$$2291,UBERON:0001962$$2292,AS,AS
large_intestine,UBERON:0001962$$2292,CL:0009018$$2293,AS,CT
large_intestine,UBERON:0000317$$2294,UBERON:0001962$$2295,AS,AS
large_intestine,UBERON:0001962$$2295,CL:0000786$$2296,AS,CT
large_intestine,UBERON:0000317$$2297,UBERON:0001962$$2298,AS,AS
large_intestine,UBERON:0001962$$2298,CL:0009018$$2299,AS,CT
large_intestine,UBERON:0000317$$2300,UBERON:0001962$$2301,AS,AS
large_intestine,UBERON:0001962$$2301,CL:0009018$$2302,AS,CT
large_intestine,UBERON:0000317$$2303,UBERON:0001962$$2304,AS,AS
large_intestine,UBERON:0001962$$2304,CL:0009018$$2305,AS,CT
large_intestine,UBERON:0000317$$2306,UBERON:0001962$$2307,AS,AS
large_intestine,UBERON:0001962$$2307,CL:0000235$$2308,AS,CT
large_intestine,UBERON:0000317$$2309,UBERON:0001962$$2310,AS,AS
large_intestine,UBERON:0001962$$2310,CL:0000041$$2311,AS,CT
large_intestine,UBERON:0000317$$2312,UBERON:0001962$$2313,AS,AS
large_intestine,UBERON:0001962$$2313,CL:0000097$$2314,AS,CT
large_intestine,UBERON:0000317$$2315,UBERON:0001962$$2316,AS,AS
large_intestine,UBERON:0001962$$2316,CL:0000096$$2317,AS,CT
large_intestine,UBERON:0000317$$2318,UBERON:0001962$$2319,AS,AS
large_intestine,UBERON:0001962$$2319,CL:0009018$$2320,AS,CT
large_intestine,UBERON:0000317$$2321,UBERON:0001962$$2322,AS,AS
large_intestine,UBERON:0001962$$2322,CL:0000451$$2323,AS,CT
large_intestine,UBERON:0000317$$2324,UBERON:0001962$$2325,AS,AS
large_intestine,UBERON:0001962$$2325,CL:0009018$$2326,AS,CT
large_intestine,UBERON:0007178$$2327,UBERON:0007178$$2328,AS,AS
