organ,source,target,source_type,target_type
peripheral_nervous_system,CL:0000101$$16526,ASCTB-TEMP:sacral-dorsal-root-ganglion-trpv1-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16527,CL:2000032$$16528,CT,CT
peripheral_nervous_system,CL:2000032$$16528,CL:0000101$$16529,CT,CT
peripheral_nervous_system,CL:0000101$$16529,ASCTB-TEMP:sacral-dorsal-root-ganglion-sp-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16530,CL:2000032$$16531,CT,CT
peripheral_nervous_system,CL:2000032$$16531,CL:0000101$$16532,CT,CT
peripheral_nervous_system,CL:0000101$$16532,ASCTB-TEMP:sacral-dorsal-root-ganglion-peripherin-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16533,CL:2000032$$16534,CT,CT
peripheral_nervous_system,CL:2000032$$16534,CL:0000101$$16535,CT,CT
peripheral_nervous_system,CL:0000101$$16535,ASCTB-TEMP:sacral-dorsal-root-ganglion-nf200-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16536,CL:2000032$$16537,CT,CT
peripheral_nervous_system,CL:2000032$$16537,CL:0000101$$16538,CT,CT
peripheral_nervous_system,CL:0000101$$16538,ASCTB-TEMP:sacral-dorsal-root-ganglion-ret-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16539,CL:2000032$$16540,CT,CT
peripheral_nervous_system,CL:2000032$$16540,CL:0000101$$16541,CT,CT
peripheral_nervous_system,CL:0000101$$16541,ASCTB-TEMP:sacral-dorsal-root-ganglion-brn3a-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16542,CL:2000032$$16543,CT,CT
peripheral_nervous_system,CL:2000032$$16543,CL:0000101$$16544,CT,CT
peripheral_nervous_system,CL:0000101$$16544,ASCTB-TEMP:sacral-dorsal-root-ganglion-piezo2-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16545,CL:2000032$$16546,CT,CT
peripheral_nervous_system,CL:2000032$$16546,CL:0000101$$16547,CT,CT
peripheral_nervous_system,CL:0000101$$16547,ASCTB-TEMP:sacral-dorsal-root-ganglion-cgrp-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16548,CL:2000032$$16549,CT,CT
peripheral_nervous_system,CL:2000032$$16549,CL:0000101$$16550,CT,CT
peripheral_nervous_system,CL:0000101$$16550,ASCTB-TEMP:sacral-dorsal-root-ganglion-endothelin-1-neuron,CT,CT
peripheral_nervous_system,FMA:6009,ILX:0793852,AS,AS
peripheral_nervous_system,FMA:6009,ILX:0793853,AS,AS
peripheral_nervous_system,FMA:6009,ILX:0793854,AS,AS
peripheral_nervous_system,UBERON:0002824,CL:0000540$$16551,AS,CT
peripheral_nervous_system,CL:0000540$$16551,CL:2000032$$16552,CT,CT
peripheral_nervous_system,CL:2000032$$16552,ASCTB-TEMP:vestibular-ganglion-sp-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16554,UBERON:0001701,AS,AS
peripheral_nervous_system,UBERON:0001714$$16555,UBERON:0001701$$16556,AS,AS
peripheral_nervous_system,UBERON:0001701$$16556,UBERON:0005360,AS,AS
peripheral_nervous_system,UBERON:0001714$$16557,UBERON:0005362,AS,AS
peripheral_nervous_system,UBERON:0001714$$16558,UBERON:0005362$$16559,AS,AS
peripheral_nervous_system,UBERON:0005362$$16559,UBERON:0005363,AS,AS
peripheral_nervous_system,UBERON:0005363,CL:0000540$$16560,AS,CT
peripheral_nervous_system,CL:0000540$$16560,CL:2000032$$16561,CT,CT
peripheral_nervous_system,CL:2000032$$16561,CL:0000101$$16562,CT,CT
peripheral_nervous_system,CL:0000101$$16562,ASCTB-TEMP:nodose-ganglion-trpv1-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16563,UBERON:0005362$$16564,AS,AS
peripheral_nervous_system,UBERON:0005362$$16564,UBERON:0005363$$16565,AS,AS
peripheral_nervous_system,UBERON:0005363$$16565,CL:0000540$$16566,AS,CT
peripheral_nervous_system,CL:0000540$$16566,CL:2000032$$16567,CT,CT
peripheral_nervous_system,CL:2000032$$16567,CL:0000101$$16568,CT,CT
peripheral_nervous_system,CL:0000101$$16568,ASCTB-TEMP:nodose-ganglion-p2x3-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16569,UBERON:0005362$$16570,AS,AS
peripheral_nervous_system,UBERON:0005362$$16570,UBERON:0005363$$16571,AS,AS
peripheral_nervous_system,UBERON:0005363$$16571,CL:0000540$$16572,AS,CT
peripheral_nervous_system,CL:0000540$$16572,CL:2000032$$16573,CT,CT
peripheral_nervous_system,CL:2000032$$16573,CL:0000101$$16574,CT,CT
peripheral_nervous_system,CL:0000101$$16574,ASCTB-TEMP:nodose-ganglion-trpv2-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16575,UBERON:0005362$$16576,AS,AS
peripheral_nervous_system,UBERON:0005362$$16576,UBERON:0005363$$16577,AS,AS
peripheral_nervous_system,UBERON:0005363$$16577,CL:0000540$$16578,AS,CT
peripheral_nervous_system,CL:0000540$$16578,CL:2000032$$16579,CT,CT
peripheral_nervous_system,CL:2000032$$16579,CL:0000101$$16580,CT,CT
peripheral_nervous_system,CL:0000101$$16580,ASCTB-TEMP:nodose-ganglion-pvalb-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16581,UBERON:0005362$$16582,AS,AS
peripheral_nervous_system,UBERON:0005362$$16582,UBERON:0005364,AS,AS
peripheral_nervous_system,UBERON:0005364,CL:0000540$$16583,AS,CT
peripheral_nervous_system,CL:0000540$$16583,CL:2000032$$16584,CT,CT
peripheral_nervous_system,CL:2000032$$16584,CL:0000101$$16585,CT,CT
peripheral_nervous_system,CL:0000101$$16585,ASCTB-TEMP:jugular-ganglion-trpv1-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16586,UBERON:0005362$$16587,AS,AS
peripheral_nervous_system,UBERON:0005362$$16587,UBERON:0005364$$16588,AS,AS
peripheral_nervous_system,UBERON:0005364$$16588,CL:0000540$$16589,AS,CT
peripheral_nervous_system,CL:0000540$$16589,CL:2000032$$16590,CT,CT
peripheral_nervous_system,CL:2000032$$16590,CL:0000101$$16591,CT,CT
peripheral_nervous_system,CL:0000101$$16591,ASCTB-TEMP:jugular-ganglion-trpv2-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16592,UBERON:0005362$$16593,AS,AS
peripheral_nervous_system,UBERON:0005362$$16593,UBERON:0005364$$16594,AS,AS
peripheral_nervous_system,UBERON:0005364$$16594,CL:0000540$$16595,AS,CT
peripheral_nervous_system,CL:0000540$$16595,CL:2000032$$16596,CT,CT
peripheral_nervous_system,CL:2000032$$16596,CL:0000101$$16597,CT,CT
peripheral_nervous_system,CL:0000101$$16597,ASCTB-TEMP:jugular-ganglion-sp-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16598,UBERON:0005362$$16599,AS,AS
peripheral_nervous_system,UBERON:0005362$$16599,UBERON:0005364$$16600,AS,AS
peripheral_nervous_system,UBERON:0005364$$16600,CL:0000540$$16601,AS,CT
peripheral_nervous_system,CL:0000540$$16601,CL:2000032$$16602,CT,CT
peripheral_nervous_system,CL:2000032$$16602,CL:0000101$$16603,CT,CT
peripheral_nervous_system,CL:0000101$$16603,ASCTB-TEMP:jugular-ganglion-cgrp-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16604,UBERON:0005362$$16605,AS,AS
peripheral_nervous_system,UBERON:0005362$$16605,UBERON:0005364$$16606,AS,AS
peripheral_nervous_system,UBERON:0005364$$16606,CL:0000540$$16607,AS,CT
peripheral_nervous_system,CL:0000540$$16607,CL:2000032$$16608,CT,CT
peripheral_nervous_system,CL:2000032$$16608,CL:0000101$$16609,CT,CT
peripheral_nervous_system,CL:0000101$$16609,ASCTB-TEMP:jugular-ganglion-sparcl1-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16610,UBERON:0009127,AS,AS
peripheral_nervous_system,UBERON:0001714$$16611,UBERON:0009127$$16612,AS,AS
peripheral_nervous_system,UBERON:0009127$$16612,UBERON:0001700,AS,AS
peripheral_nervous_system,UBERON:0001700,CL:0000540$$16613,AS,CT
peripheral_nervous_system,CL:0000540$$16613,CL:2000032$$16614,CT,CT
peripheral_nervous_system,CL:2000032$$16614,CL:0000101$$16615,CT,CT
peripheral_nervous_system,CL:0000101$$16615,ASCTB-TEMP:geniculate-ganglion-trpv1-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16616,UBERON:0009127$$16617,AS,AS
peripheral_nervous_system,UBERON:0009127$$16617,UBERON:0001700$$16618,AS,AS
peripheral_nervous_system,UBERON:0001700$$16618,CL:0000540$$16619,AS,CT
peripheral_nervous_system,CL:0000540$$16619,CL:2000032$$16620,CT,CT
peripheral_nervous_system,CL:2000032$$16620,CL:0000101$$16621,CT,CT
peripheral_nervous_system,CL:0000101$$16621,ASCTB-TEMP:geniculate-ganglion-sparcl1-neuron,CT,CT
peripheral_nervous_system,UBERON:0001714$$16622,UBERON:0009127$$16623,AS,AS
peripheral_nervous_system,UBERON:0009127$$16623,UBERON:0001700$$16624,AS,AS
peripheral_nervous_system,UBERON:0001700$$16624,CL:0000540$$16625,AS,CT
peripheral_nervous_system,CL:0000540$$16625,CL:2000032$$16626,CT,CT
peripheral_nervous_system,CL:2000032$$16626,CL:0000101$$16627,CT,CT
peripheral_nervous_system,CL:0000101$$16627,ASCTB-TEMP:geniculate-ganglion-vglut2-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16628,UBERON:8410063$$16629,AS,AS
peripheral_nervous_system,UBERON:8410063$$16629,ILX:0793735,AS,AS
peripheral_nervous_system,ILX:0793735,CL:0000540$$16630,AS,CT
peripheral_nervous_system,CL:0000540$$16630,CL:2000032$$16631,CT,CT
peripheral_nervous_system,CL:2000032$$16631,ASCTB-TEMP:myenteric-ganglion-chat-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16632,UBERON:8410063$$16633,AS,AS
peripheral_nervous_system,UBERON:8410063$$16633,ILX:0793735$$16634,AS,AS
peripheral_nervous_system,ILX:0793735$$16634,CL:0000540$$16635,AS,CT
peripheral_nervous_system,CL:0000540$$16635,CL:2000032$$16636,CT,CT
peripheral_nervous_system,CL:2000032$$16636,ASCTB-TEMP:myenteric-ganglion-nnos-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16637,UBERON:8410063$$16638,AS,AS
peripheral_nervous_system,UBERON:8410063$$16638,ILX:0793735$$16639,AS,AS
peripheral_nervous_system,ILX:0793735$$16639,CL:0000540$$16640,AS,CT
peripheral_nervous_system,CL:0000540$$16640,CL:2000032$$16641,CT,CT
peripheral_nervous_system,CL:2000032$$16641,ASCTB-TEMP:myenteric-ganglion-nf200-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16642,UBERON:8410063$$16643,AS,AS
peripheral_nervous_system,UBERON:8410063$$16643,ILX:0793735$$16644,AS,AS
peripheral_nervous_system,ILX:0793735$$16644,CL:0000540$$16645,AS,CT
peripheral_nervous_system,CL:0000540$$16645,CL:2000032$$16646,CT,CT
peripheral_nervous_system,CL:2000032$$16646,ASCTB-TEMP:myenteric-ganglion-vip-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16647,UBERON:8410063$$16648,AS,AS
peripheral_nervous_system,UBERON:8410063$$16648,ILX:0793735$$16649,AS,AS
peripheral_nervous_system,ILX:0793735$$16649,CL:0000540$$16650,AS,CT
peripheral_nervous_system,CL:0000540$$16650,CL:2000032$$16651,CT,CT
peripheral_nervous_system,CL:2000032$$16651,ASCTB-TEMP:myenteric-ganglion-nnos-vip-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16652,UBERON:8410063$$16653,AS,AS
peripheral_nervous_system,UBERON:8410063$$16653,ILX:0793735$$16654,AS,AS
peripheral_nervous_system,ILX:0793735$$16654,CL:0000540$$16655,AS,CT
peripheral_nervous_system,CL:0000540$$16655,CL:2000032$$16656,CT,CT
peripheral_nervous_system,CL:2000032$$16656,ASCTB-TEMP:myenteric-ganglion-nnos-chat-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16657,UBERON:8410063$$16658,AS,AS
peripheral_nervous_system,UBERON:8410063$$16658,ILX:0793735$$16659,AS,AS
peripheral_nervous_system,ILX:0793735$$16659,CL:0000540$$16660,AS,CT
peripheral_nervous_system,CL:0000540$$16660,CL:2000032$$16661,CT,CT
peripheral_nervous_system,CL:2000032$$16661,ASCTB-TEMP:myenteric-ganglion-chat-calr-som-sp-neuron,CT,CT
peripheral_nervous_system,UBERON:0002439$$16662,UBERON:8410063$$16663,AS,AS
peripheral_nervous_system,UBERON:8410063$$16663,ILX:0793735$$16664,AS,AS
peripheral_nervous_system,ILX:0793735$$16664,CL:0000540$$16665,AS,CT
peripheral_nervous_system,CL:0000540$$16665,CL:2000032$$16666,CT,CT
peripheral_nervous_system,CL:2000032$$16666,ASCTB-TEMP:myenteric-ganglion-vip-gal-neuron,CT,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16667,AS,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16669,AS,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16671,AS,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16673,AS,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16675,AS,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16677,AS,CT
peripheral_nervous_system,UBERON:0016508,CL:0000540$$16679,AS,CT
peripheral_nervous_system,CL:0000540$$16667,CL:2000032$$16668,CT,CT
peripheral_nervous_system,CL:2000032$$16668,ASCTB-TEMP:pelvic-ganglion-th-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16669,CL:2000032$$16670,CT,CT
peripheral_nervous_system,CL:2000032$$16670,ASCTB-TEMP:pelvic-ganglion-th-dbh-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16671,CL:2000032$$16672,CT,CT
peripheral_nervous_system,CL:2000032$$16672,ASCTB-TEMP:pelvic-ganglion-vacht-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16673,CL:2000032$$16674,CT,CT
peripheral_nervous_system,CL:2000032$$16674,ASCTB-TEMP:pelvic-ganglion-nnos-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16675,CL:2000032$$16676,CT,CT
peripheral_nervous_system,CL:2000032$$16676,ASCTB-TEMP:pelvic-ganglion-nnos-vip-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16677,CL:2000032$$16678,CT,CT
peripheral_nervous_system,CL:2000032$$16678,ASCTB-TEMP:pelvic-ganglion-npy-vacht-neuron,CT,CT
peripheral_nervous_system,CL:0000540$$16679,CL:2000032$$16680,CT,CT
peripheral_nervous_system,CL:2000032$$16680,ASCTB-TEMP:pelvic-ganglion-nnos-vacht-neuron,CT,CT
placenta,UBERON:0001987,UBERON:0002331,AS,AS
placenta,UBERON:0001987,UBERON:8600038,AS,AS
placenta,UBERON:0001987,UBERON:0005630,AS,AS
placenta,UBERON:0002331,UBERON:0002066,AS,AS
placenta,UBERON:0002331,UBERON:0001310,AS,AS
placenta,UBERON:0002331,UBERON:0003422,AS,AS
placenta,UBERON:0002331,UBERON:0000305,AS,AS
placenta,UBERON:0002066,CL:0000071$$16681,AS,CT
placenta,UBERON:0002066,CL:0000669$$16682,AS,CT
placenta,UBERON:0002066,CL:0000359$$16683,AS,CT
placenta,UBERON:0001310,CL:0000071$$16684,AS,CT
placenta,UBERON:0001310,CL:0000669$$16685,AS,CT
placenta,UBERON:0001310,CL:0000359$$16686,AS,CT
placenta,UBERON:0003422,CL:0002568,AS,CT
placenta,UBERON:8600038,UBERON:8600019,AS,AS
placenta,UBERON:8600038,UBERON:0004027,AS,AS
placenta,UBERON:8600019,CL:4033062,AS,CT
placenta,UBERON:8600019,UBERON:8600020,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16723,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16726,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16729,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16732,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16735,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16738,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16741,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16744,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16747,AS,AS
placenta,UBERON:8600019,UBERON:0001295$$16750,AS,AS
placenta,UBERON:0000305,UBERON:0003254,AS,AS
placenta,UBERON:0000305,UBERON:0003262,AS,AS
placenta,UBERON:0003254,CL:0002536,AS,CT
placenta,UBERON:0003262,CL:2000061,AS,CT
placenta,UBERON:0004027,UBERON:0003254$$16687,AS,AS
placenta,UBERON:0004027,UBERON:0003262$$16689,AS,AS
placenta,UBERON:0004027,ASCTB-TEMP:chorionic-mesoderm$$16701,AS,AS
placenta,UBERON:0004027,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-,AS,AS
placenta,UBERON:0004027,ASCTB-TEMP:cell-island,AS,AS
placenta,UBERON:0004027,ASCTB-TEMP:chorionic-mesoderm$$16714,AS,AS
placenta,UBERON:0004027,ASCTB-TEMP:chorionic-mesoderm$$16717,AS,AS
placenta,UBERON:0004027,ASCTB-TEMP:chorionic-mesoderm$$16720,AS,AS
placenta,UBERON:0004027,UBERON:8600026,AS,AS
placenta,UBERON:0003254$$16687,CL:0002536$$16688,AS,CT
placenta,UBERON:0003262$$16689,CL:2000061$$16690,AS,CT
placenta,UBERON:0005630,UBERON:0003124,AS,AS
placenta,UBERON:0005630,UBERON:0001295,AS,AS
placenta,UBERON:0005630,UBERON:0000305$$16695,AS,AS
placenta,UBERON:0005630,UBERON:0000305$$16698,AS,AS
placenta,UBERON:0003124,ASCTB-TEMP:chorionic-mesoderm,AS,AS
placenta,UBERON:0003124,ASCTB-TEMP:chorionic-ectoderm-from-chorion-,AS,AS
placenta,ASCTB-TEMP:chorionic-mesoderm,CL:0002558,AS,CT
placenta,ASCTB-TEMP:chorionic-mesoderm,UBERON:8600021,AS,AS
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorion-,CL:0000523,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorion-,CL:0008036,AS,CT
placenta,UBERON:0001295,UBERON:0002451,AS,AS
placenta,UBERON:0001295,UBERON:0002337,AS,AS
placenta,UBERON:0001295,UBERON:0015172,AS,AS
placenta,UBERON:0001295,UBERON:8600042,AS,AS
placenta,UBERON:0002451,CL:0009084,AS,CT
placenta,UBERON:0002337,CL:0002255,AS,CT
placenta,UBERON:0002337,CL:0002343,AS,CT
placenta,UBERON:0002337,CL:4033064,AS,CT
placenta,UBERON:0002337,CL:0000815$$16691,AS,CT
placenta,UBERON:0002337,CL:0000910$$16692,AS,CT
placenta,UBERON:0002337,CL:0000236$$16693,AS,CT
placenta,UBERON:0015172,CL:2000091,AS,CT
placenta,UBERON:0015172,CL:4033063,AS,CT
placenta,UBERON:8600042,CL:0002138$$16694,AS,CT
placenta,UBERON:0000305$$16695,UBERON:0003254$$16696,AS,AS
placenta,UBERON:0003254$$16696,CL:0002536$$16697,AS,CT
placenta,UBERON:0000305$$16698,UBERON:0003262$$16699,AS,AS
placenta,UBERON:0003262$$16699,CL:2000061$$16700,AS,CT
placenta,ASCTB-TEMP:chorionic-mesoderm$$16701,CL:0002558$$16702,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-,CL:0000523$$16703,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-,CL:0000525,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-,CL:0008036$$16704,AS,CT
placenta,ASCTB-TEMP:cell-island,CL:0008036$$16705,AS,CT
placenta,ASCTB-TEMP:cell-island,CL:0000523$$16706,AS,CT
placenta,ASCTB-TEMP:cell-island,CL:0000525$$16707,AS,CT
placenta,ASCTB-TEMP:cell-island,CL:0000071$$16708,AS,CT
placenta,ASCTB-TEMP:cell-island,CL:0002558$$16709,AS,CT
placenta,UBERON:8600020,CL:0008036$$16710,AS,CT
placenta,UBERON:8600020,UBERON:0001295$$16821,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16824,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16827,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16830,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16833,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16836,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16839,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16842,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16845,AS,AS
placenta,UBERON:8600020,UBERON:0001295$$16848,AS,AS
placenta,UBERON:8600021,CL:0000071$$16711,AS,CT
placenta,UBERON:8600021,CL:0000669$$16712,AS,CT
placenta,UBERON:8600021,CL:0000359$$16713,AS,CT
placenta,ASCTB-TEMP:chorionic-mesoderm$$16714,UBERON:8600021$$16715,AS,AS
placenta,UBERON:8600021$$16715,CL:0000071$$16716,AS,CT
placenta,ASCTB-TEMP:chorionic-mesoderm$$16717,UBERON:8600021$$16718,AS,AS
placenta,UBERON:8600021$$16718,CL:0000669$$16719,AS,CT
placenta,ASCTB-TEMP:chorionic-mesoderm$$16720,UBERON:8600021$$16721,AS,AS
placenta,UBERON:8600021$$16721,CL:0000359$$16722,AS,CT
placenta,UBERON:0001295$$16723,UBERON:0002451$$16724,AS,AS
placenta,UBERON:0002451$$16724,CL:0009084$$16725,AS,CT
placenta,UBERON:0001295$$16726,UBERON:0002337$$16727,AS,AS
placenta,UBERON:0002337$$16727,CL:0002255$$16728,AS,CT
placenta,UBERON:0001295$$16729,UBERON:0002337$$16730,AS,AS
placenta,UBERON:0002337$$16730,CL:0002343$$16731,AS,CT
placenta,UBERON:0001295$$16732,UBERON:0002337$$16733,AS,AS
placenta,UBERON:0002337$$16733,CL:4033064$$16734,AS,CT
placenta,UBERON:0001295$$16735,UBERON:0002337$$16736,AS,AS
placenta,UBERON:0002337$$16736,CL:0000815$$16737,AS,CT
placenta,UBERON:0001295$$16738,UBERON:0002337$$16739,AS,AS
placenta,UBERON:0002337$$16739,CL:0000910$$16740,AS,CT
placenta,UBERON:0001295$$16741,UBERON:0002337$$16742,AS,AS
placenta,UBERON:0002337$$16742,CL:0000236$$16743,AS,CT
placenta,UBERON:0001295$$16744,UBERON:0015172$$16745,AS,AS
placenta,UBERON:0015172$$16745,CL:2000091$$16746,AS,CT
placenta,UBERON:0001295$$16747,UBERON:0015172$$16748,AS,AS
placenta,UBERON:0015172$$16748,CL:4033063$$16749,AS,CT
placenta,UBERON:0001295$$16750,UBERON:8600042$$16751,AS,AS
placenta,UBERON:8600042$$16751,CL:0002138$$16752,AS,CT
placenta,UBERON:8600026,UBERON:8600028,AS,AS
placenta,UBERON:8600026,UBERON:8600027,AS,AS
placenta,UBERON:8600026,UBERON:8600029,AS,AS
placenta,UBERON:8600026,UBERON:8600031,AS,AS
placenta,UBERON:8600026,UBERON:8600030,AS,AS
placenta,UBERON:8600028,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16753,AS,AS
placenta,UBERON:8600028,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16755,AS,AS
placenta,UBERON:8600028,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16757,AS,AS
placenta,UBERON:8600028,UBERON:8600039,AS,AS
placenta,UBERON:8600028,UBERON:8600041,AS,AS
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16753,CL:0000523$$16754,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16755,CL:0000525$$16756,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16757,CL:0008036$$16758,AS,CT
placenta,UBERON:8600039,CL:3000001,AS,CT
placenta,UBERON:8600039,CL:0002558$$16759,AS,CT
placenta,UBERON:8600027,UBERON:8600040,AS,AS
placenta,UBERON:8600027,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16763,AS,AS
placenta,UBERON:8600027,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16765,AS,AS
placenta,UBERON:8600027,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16767,AS,AS
placenta,UBERON:8600027,UBERON:8600039$$16769,AS,AS
placenta,UBERON:8600027,UBERON:8600039$$16771,AS,AS
placenta,UBERON:8600040,CL:0000071$$16760,AS,CT
placenta,UBERON:8600040,CL:0000669$$16761,AS,CT
placenta,UBERON:8600040,CL:0000359$$16762,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16763,CL:0000523$$16764,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16765,CL:0000525$$16766,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16767,CL:0008036$$16768,AS,CT
placenta,UBERON:8600039$$16769,CL:3000001$$16770,AS,CT
placenta,UBERON:8600039$$16771,CL:0002558$$16772,AS,CT
placenta,UBERON:8600041,CL:2000062,AS,CT
placenta,UBERON:8600041,CL:0000669$$16773,AS,CT
placenta,UBERON:8600029,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16774,AS,AS
placenta,UBERON:8600029,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16776,AS,AS
placenta,UBERON:8600029,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16778,AS,AS
placenta,UBERON:8600029,UBERON:8600039$$16780,AS,AS
placenta,UBERON:8600029,UBERON:8600039$$16782,AS,AS
placenta,UBERON:8600029,UBERON:0022358,AS,AS
placenta,UBERON:8600029,UBERON:8600040$$16787,AS,AS
placenta,UBERON:8600029,UBERON:8600040$$16789,AS,AS
placenta,UBERON:8600029,UBERON:8600040$$16791,AS,AS
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16774,CL:0000523$$16775,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16776,CL:0000525$$16777,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16778,CL:0008036$$16779,AS,CT
placenta,UBERON:8600039$$16780,CL:3000001$$16781,AS,CT
placenta,UBERON:8600039$$16782,CL:0002558$$16783,AS,CT
placenta,UBERON:0022358,CL:0000071$$16784,AS,CT
placenta,UBERON:0022358,CL:0000669$$16785,AS,CT
placenta,UBERON:0022358,CL:0000359$$16786,AS,CT
placenta,UBERON:8600040$$16787,CL:0000071$$16788,AS,CT
placenta,UBERON:8600040$$16789,CL:0000669$$16790,AS,CT
placenta,UBERON:8600040$$16791,CL:0000359$$16792,AS,CT
placenta,UBERON:8600031,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16793,AS,AS
placenta,UBERON:8600031,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16795,AS,AS
placenta,UBERON:8600031,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16797,AS,AS
placenta,UBERON:8600031,UBERON:8600039$$16799,AS,AS
placenta,UBERON:8600031,UBERON:8600039$$16801,AS,AS
placenta,UBERON:8600031,UBERON:8600041$$16803,AS,AS
placenta,UBERON:8600031,UBERON:8600041$$16805,AS,AS
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16793,CL:0000523$$16794,AS,CT
placenta,ASCTB-TEMP:chorionic-ectoderm-from-chorionic-plate-$$16795,CL:0000525$$16796,AS,CT
